Title,Date,Source Type,Publication Title
"Exxon's Pile of Cash Keeps Growing, Adding Fuel to the Ire Over Oil Prices",5/9/2006,Historical Newspapers,Wall Street Journal
Crude Falls Below $70 a Barrel On Iranian Letter to Washington,5/9/2006,Historical Newspapers,Wall Street Journal
"Dow Inches Up, Less Than 140 From Its Record",5/9/2006,Historical Newspapers,Wall Street Journal
Shell Canada to Buy BlackRock In $2.17 Billion Oil- Sands Deal,5/9/2006,Historical Newspapers,Wall Street Journal
Hawaii Suspends Gasoline -Price Caps As Cost of Fuel Rises,5/9/2006,Historical Newspapers,Wall Street Journal
THE MARKETS,5/10/2006,Historical Newspapers,New York Times
Dow Continues Its Ascent,5/10/2006,Historical Newspapers,The Washington Post
"China to Build Up Mineral Reserves, Ministry Says",5/10/2006,Historical Newspapers,The Washington Post
"Gold Futures Surge on Weakness in Dollar, U.S. Response to Iran",5/10/2006,Historical Newspapers,Wall Street Journal
"Dow Rises Again, Nears a Record; Gold Tests $700",5/10/2006,Historical Newspapers,Wall Street Journal
"China, Worried About Resources, To Build Up Rs Mineral Reserves",5/10/2006,Historical Newspapers,Wall Street Journal
FTC Bolsters Web Site With Gas Tips,5/10/2006,Historical Newspapers,Wall Street Journal
Bank of China Sets IPO's Price,5/10/2006,Historical Newspapers,Wall Street Journal
"Gas Prices Unlikely to Drop Soon, Energy Official Says",5/11/2006,Historical Newspapers,New York Times
THE MARKETS,5/11/2006,Historical Newspapers,New York Times
House Panel Urges Reworking of Leases for Oil Drilling in U.S.-Owned Waters,5/11/2006,Historical Newspapers,New York Times
Stocks Head Lower as Fed Spooks Investors,5/11/2006,Historical Newspapers,The Washington Post
For the Record,5/11/2006,Historical Newspapers,The Washington Post
For the Record,5/11/2006,Historical Newspapers,The Washington Post
For the Record,5/11/2006,Historical Newspapers,The Washington Post
For the Record,5/11/2006,Historical Newspapers,The Washington Post
Patiently Waiting for the Payoff,5/11/2006,Historical Newspapers,Wall Street Journal
Minor Refinery Setback in Texas Sparks Major Gains in Oil Futures,5/11/2006,Historical Newspapers,Wall Street Journal
Inflation Stirs Worry On Wall St.,5/12/2006,Historical Newspapers,New York Times
Stocks Take Biggest Fall Since January,5/12/2006,Historical Newspapers,The Washington Post
Repsol YPF SA,5/12/2006,Historical Newspapers,Wall Street Journal
Retailers' Sales Rise Amid High Gasoline Prices,5/12/2006,Historical Newspapers,Wall Street Journal
Nymex Plans Renewed Effort To Establish Itself in Singapore,5/12/2006,Historical Newspapers,Wall Street Journal
Stocks Retreat As Inflation Fear Crimps the Rally,5/12/2006,Historical Newspapers,Wall Street Journal
THE MARKETS,5/13/2006,Historical Newspapers,New York Times
Gas Prices and Rate Worries Rattle Consumer Confidence,5/13/2006,Historical Newspapers,New York Times
Russia Decides It's Time To Try Modern Oil Drilling,5/13/2006,Historical Newspapers,New York Times
"Copper Futures, Mostly Strong, Slip on Profit-Taking",5/13/2006,Historical Newspapers,Wall Street Journal
Tokyo Declines on Weak Dollar; Shanghai Surges,5/13/2006,Historical Newspapers,Wall Street Journal
Prices Start to Erode Growth in Oil Demand Despite Economic Gains,5/13/2006,Historical Newspapers,Wall Street Journal
Import Report Prompts Wall Street Sell-Off,5/13/2006,Historical Newspapers,The Washington Post
Military Plans Tests in Search for an Alternative to Oil-Based Fuel,5/14/2006,Historical Newspapers,New York Times
Oil Wealth Colors the U.S. Push for Democracy,5/14/2006,Historical Newspapers,The Washington Post
High Gas Prices Hurt Less in Alaska,5/14/2006,Historical Newspapers,The Washington Post
Investor Mood Swings,5/14/2006,Historical Newspapers,The Washington Post
THE MARKETS,5/16/2006,Historical Newspapers,New York Times
Metals Plunge on Concerns of a Market Bubble,5/16/2006,Historical Newspapers,New York Times
How Gadhafi Lost His Groove,5/16/2006,Historical Newspapers,Wall Street Journal
Markets Brace for Impact Of Japan's Growing Hunger,5/16/2006,Historical Newspapers,Wall Street Journal
Commodity Fever Finally Breaks,5/16/2006,Historical Newspapers,Wall Street Journal
Crude Prices Drop Below $70 on Yuan Moves,5/16/2006,Historical Newspapers,Wall Street Journal
THE MARKETS,5/17/2006,Historical Newspapers,New York Times
Nasdaq Drops To a New Low For the Year,5/17/2006,Historical Newspapers,Wall Street Journal
Copper Prices Rebound Amid Speculative Buying,5/17/2006,Historical Newspapers,Wall Street Journal
Stocks Fall on Conflicting News,5/17/2006,Historical Newspapers,The Washington Post
"Vitesse and All American Decline, While LTX Rises 23% on Outlook",5/18/2006,Historical Newspapers,Wall Street Journal
Inflation Report Hits Wall Street Hard,5/18/2006,Historical Newspapers,The Washington Post
In Gold We Trust,5/18/2006,Historical Newspapers,Wall Street Journal
Oil Prices Fall Below $69 a Barrel,5/18/2006,Historical Newspapers,Wall Street Journal
Three-Ring Circus by The Sea,5/19/2006,Historical Newspapers,The Washington Post
Three-Ring Circus by The Sea,5/19/2006,Historical Newspapers,The Washington Post
The Weapon Iran May Not Want to Use,5/19/2006,Historical Newspapers,The Washington Post
Three-Ring Circus by The Sea,5/19/2006,Historical Newspapers,The Washington Post
Stocks Fall on Fed Officials' Comments,5/19/2006,Historical Newspapers,The Washington Post
Commodity Index Suffers Biggest Drop in Years,5/20/2006,Historical Newspapers,New York Times
THE MARKETS,5/20/2006,Historical Newspapers,New York Times
"Copper Tumbles Amid Concern On Equities, Rates, Inventories",5/20/2006,Historical Newspapers,Wall Street Journal
Wall Street Closes Out a Rough Week,5/20/2006,Historical Newspapers,The Washington Post
"Iraqis Form Government, With Crucial Posts Vacant",5/21/2006,Historical Newspapers,New York Times
Thousands of Iowa's Corn Farmers See the Future in Fuel,5/21/2006,Historical Newspapers,The Washington Post
Iowa's Corn Farmers See the Future in Fuel,5/21/2006,Historical Newspapers,The Washington Post
Thousands of Iowa's Corn Farmers See the Future in Fuel,5/21/2006,Historical Newspapers,The Washington Post
Thousands of Iowa's Corn Farmers See the Future in Fuel,5/21/2006,Historical Newspapers,The Washington Post
"Industry by Industry: The Stars, Their Stocks and Their Latest Picks",5/22/2006,Historical Newspapers,Wall Street Journal
BP Chief Says Firm's Alaska Energy Focus Will Shift to Natural Gas,5/22/2006,Historical Newspapers,Wall Street Journal
"Gas Prices Legitimate, Study Says",5/23/2006,Historical Newspapers,New York Times
INTERNATIONAL BRIEFING,5/23/2006,Historical Newspapers,The Washington Post
"Gas Prices Not Manipulated After Katrina, FTC Says",5/23/2006,Historical Newspapers,The Washington Post
Late-Session Comeback Steadies Stocks,5/23/2006,Historical Newspapers,The Washington Post
Natural-Gas Prices Settle Higher On Report of Active Storm Season,5/23/2006,Historical Newspapers,Wall Street Journal
Gas -Price Gouging Said to Be Scant After Katrina Hit,5/23/2006,Historical Newspapers,Wall Street Journal
Clinton Outlines Proposal To Cut Oil Consumption,5/24/2006,Historical Newspapers,New York Times
THE MARKETS,5/24/2006,Historical Newspapers,New York Times
Wall Street Can't Sustain Early Gain,5/24/2006,Historical Newspapers,The Washington Post
Speculators Fuel Rally in Copper; Gold Jumps After Recent Pullback,5/24/2006,Historical Newspapers,Wall Street Journal
China Raises Fuel Prices Again But Remains Below World Levels,5/24/2006,Historical Newspapers,Wall Street Journal
Russian Energy Titans Rosneft And Lukoil See Earnings Soar,5/24/2006,Historical Newspapers,Wall Street Journal
WORLD BUSINESS BRIEFING,5/25/2006,Historical Newspapers,New York Times
THE MARKETS,5/25/2006,Historical Newspapers,New York Times
Stocks Close Up as Oil Prices Fall,5/25/2006,Historical Newspapers,The Washington Post
Japan's Inpex May Get a Bump Should Oil Prices Remain High,5/25/2006,Historical Newspapers,Wall Street Journal
WORLD WATCH,5/25/2006,Historical Newspapers,Wall Street Journal
GLOBAL BUSINESS BRIEFS,5/25/2006,Historical Newspapers,Wall Street Journal
Crude Oil Declines As Rising Supplies Sour Speculators,5/25/2006,Historical Newspapers,Wall Street Journal
THE MARKETS,5/26/2006,Historical Newspapers,New York Times
Wall Street Sustains Momentum,5/26/2006,Historical Newspapers,The Washington Post
Dow Industrials Climb 93.73 Points As Economic Data Come in Just Right,5/26/2006,Historical Newspapers,Wall Street Journal
"Stone Energy, Encysive Surge; TiVo, Blue Coat, Pixelplus Fall",5/26/2006,Historical Newspapers,Wall Street Journal
Coffee Takes Spill As Brazil Harvest Begins to Come In,5/26/2006,Historical Newspapers,Wall Street Journal
WHAT'S OFFLINE,5/27/2006,Historical Newspapers,New York Times
On the Road Again,5/27/2006,Historical Newspapers,New York Times
Cautious Investors Mount a Retreat,5/27/2006,Historical Newspapers,The Washington Post
Spotlight on Chavez At OPEC Meeting,5/27/2006,Historical Newspapers,Wall Street Journal
"Oil, Gasoline Rise Before Start Of the Summer Driving Season",5/27/2006,Historical Newspapers,Wall Street Journal
TECHNOLOGY,5/28/2006,Historical Newspapers,New York Times
2 Industry Leaders Bet on Coal But Split on Cleaner Approach,5/28/2006,Historical Newspapers,New York Times
INSIDE THE NEWS,5/28/2006,Historical Newspapers,New York Times
Exxon Ordered to Pay for Damage,5/28/2006,Historical Newspapers,New York Times
Diesel a Savior in Squeeze On Energy? Obstacles Exist,5/29/2006,Historical Newspapers,New York Times
U.S. Urges Financial Sanctions On Iran,5/29/2006,Historical Newspapers,The Washington Post
Polish Energy Company to Buy Most of Lithuanian Oil Refinery,5/30/2006,Historical Newspapers,New York Times
Venezuela Seeks to Cut Oil Output,5/30/2006,Historical Newspapers,New York Times
Stocks Had Few Bright Spots in May,5/30/2006,Historical Newspapers,Wall Street Journal
Chavez Calls for Cut In Oil Production,5/30/2006,Historical Newspapers,The Washington Post
EUROPE,5/30/2006,Historical Newspapers,The Washington Post
Syncrude to Raise Oil-Sands Output,5/31/2006,Historical Newspapers,Wall Street Journal
"Coal-Based Liquid Fuel Draws Interest of Military, Companies",5/31/2006,Historical Newspapers,Wall Street Journal
Natural-Gas Prices Settle Lower As Early Relief Rally Falters,5/31/2006,Historical Newspapers,Wall Street Journal
Dow Plunges 184 On New Concern Over Rising Rates,5/31/2006,Historical Newspapers,Wall Street Journal
World Bank Sees Greater Growth Across Globe as Policies Pay Off,5/31/2006,Historical Newspapers,Wall Street Journal
Stock Markets Stumble Again,5/31/2006,Historical Newspapers,The Washington Post
"For Venezuela, A Treasure In Oil Sludge",6/1/2006,Historical Newspapers,New York Times
India's Economic Growth Keeps Pace With China,6/1/2006,Historical Newspapers,Wall Street Journal
"Japan, India Take a Beating",6/1/2006,Historical Newspapers,Wall Street Journal
Oil Falls Amid U. S. Offer of Iran Talks,6/1/2006,Historical Newspapers,Wall Street Journal
Dow Recovers; Major Indexes End May Poorer,6/1/2006,Historical Newspapers,Wall Street Journal
"Up for the Day, Down for the Month",6/1/2006,Historical Newspapers,The Washington Post
THE MARKETS,6/2/2006,Historical Newspapers,New York Times
OPEC Rejects Output Cuts Requested By Venezuela,6/2/2006,Historical Newspapers,New York Times
Street Scene,6/2/2006,Historical Newspapers,New York Times
Over a Barrel,6/2/2006,Historical Newspapers,Wall Street Journal
Synthetic Fuels Will Power Profits Long After Plants Have Closed,6/2/2006,Historical Newspapers,Wall Street Journal
"Stocks Surge as Inflation Fears Ease On Factory Data, Falling Oil Prices",6/2/2006,Historical Newspapers,Wall Street Journal
OPEC Keeps Its Formal Output Aims,6/2/2006,Historical Newspapers,Wall Street Journal
Copper Rebounds After Fall Triggers Short Trading Halt,6/2/2006,Historical Newspapers,Wall Street Journal
Crude Bound for US. Is Stuck in Venezuela In Exxon-PdVSA Spat,6/2/2006,Historical Newspapers,Wall Street Journal
OPEC Decides Not to Cut Production Quotas,6/2/2006,Historical Newspapers,The Washington Post
Nasdaq Back in Positive Territory for '06,6/2/2006,Historical Newspapers,The Washington Post
8 Foreign Workers Abducted From an Oil Rig Off Nigeria,6/3/2006,Historical Newspapers,New York Times
THE SATURDAY PROFILE,6/3/2006,Historical Newspapers,New York Times
Nymex Considers a Partnership With Owner of Toronto Exchange,6/3/2006,Historical Newspapers,Wall Street Journal
Wall Street Moves Little for the Week,6/3/2006,Historical Newspapers,The Washington Post
Attacks on Oil Industry in Iraq Aid a Vast Smuggling Network,6/4/2006,Historical Newspapers,New York Times
Chronicling a Marketplace Gone Mad,6/4/2006,Historical Newspapers,The Washington Post
Saudis Cite Market Forces for Lower Crude Output,6/5/2006,Historical Newspapers,Wall Street Journal
Natives Feel Left Out of China's New West,6/5/2006,Historical Newspapers,The Washington Post
THE MARKETS,6/6/2006,Historical Newspapers,New York Times
China's Citic Makes a Play For Canadian Oil,6/6/2006,Historical Newspapers,Wall Street Journal
Commodity ETFs Gain Momentum,6/6/2006,Historical Newspapers,Wall Street Journal
Ahead Of the Tape,6/6/2006,Historical Newspapers,Wall Street Journal
Oil Futures Recover From Iran Supply Threat,6/6/2006,Historical Newspapers,Wall Street Journal
NYSE Cranks Up a Derivatives Machine,6/6/2006,Historical Newspapers,Wall Street Journal
Stocks Dive on Bernanke Speech,6/6/2006,Historical Newspapers,The Washington Post
STOCKS & BONDS,6/7/2006,Historical Newspapers,New York Times
"Gold Drops, Reacting to Bernanke, Now 13% Off Last Month's Highs",6/7/2006,Historical Newspapers,Wall Street Journal
Stocks Take Hit As Dow Finishes At 3-Month Low,6/7/2006,Historical Newspapers,Wall Street Journal
Stocks Continue to Fall on Inflation Fears,6/7/2006,Historical Newspapers,The Washington Post
What's Pumping Them Up?,6/7/2006,Historical Newspapers,The Washington Post
Dow Rally Fizzles On Fresh Warning Of Inflation Risk,6/8/2006,Historical Newspapers,Wall Street Journal
"DuPont, Radio Shack Lose Ground",6/8/2006,Historical Newspapers,Wall Street Journal
Chinese Oil Drill,6/8/2006,Historical Newspapers,Wall Street Journal
Energy Prices Decline Sharply On Hopes of Iran Nuclear Deal,6/8/2006,Historical Newspapers,Wall Street Journal
Stocks Continue Week's Slide,6/8/2006,Historical Newspapers,The Washington Post
THE MARKETS,6/9/2006,Historical Newspapers,New York Times
Commodities Join Broader Decline,6/9/2006,Historical Newspapers,Wall Street Journal
"As Foreign Stocks Slide, U.S. Holds Ground",6/9/2006,Historical Newspapers,Wall Street Journal
Stilling the Qualms Before the Storms,6/9/2006,Historical Newspapers,The Washington Post
Global Markets Suffer A Hit,6/9/2006,Historical Newspapers,The Washington Post
THE MARKETS,6/10/2006,Historical Newspapers,New York Times
"Stocks Drop, Stepping On Rebound Hopes",6/10/2006,Historical Newspapers,Wall Street Journal
"Oil Prices Rise on Storm Threat, Worries Over Nigeria, Iran, Iraq",6/10/2006,Historical Newspapers,Wall Street Journal
Stocks Stumble to End Year's Worst Week,6/10/2006,Historical Newspapers,The Washington Post
"Trade Deficit Back Up, Still on Pace for All-Time High",6/10/2006,Historical Newspapers,The Washington Post
"Black Gold Flows, and Gold Rush Follows",6/11/2006,Historical Newspapers,The Washington Post
